Rank   ,Player                      ,P    ,W    ,D    ,L    ,  %      ,Teams
2646.  ,Tim Lane                    ,13   ,8    ,0    ,5    ,61.54    ,ME
2647.  ,Tom Maguire                 ,13   ,8    ,0    ,5    ,61.54    ,GE
2648.  ,Stephen Oliver              ,13   ,8    ,0    ,5    ,61.54    ,CA
2649.  ,Brad Nimmo                  ,13   ,8    ,0    ,5    ,61.54    ,NM
2650.  ,Colin Waterson              ,13   ,8    ,0    ,5    ,61.54    ,RI
2651.  ,Glenn Payne                 ,13   ,8    ,0    ,5    ,61.54    ,NM
2652.  ,Tony Southcombe             ,13   ,8    ,0    ,5    ,61.54    ,CA
2653.  ,Gary Fitzpatrick            ,13   ,8    ,0    ,5    ,61.54    ,ES
2654.  ,Bruce Neave                 ,13   ,8    ,0    ,5    ,61.54    ,CW
2655.  ,Hugh Bromell                ,13   ,8    ,0    ,5    ,61.54    ,ME
2656.  ,Michael McCarthy            ,126  ,77   ,1    ,48   ,61.51    ,HW/BB
2657.  ,Peter Dean                  ,248  ,152  ,1    ,95   ,61.49    ,CA
2658.  ,Jimmy Freake                ,174  ,104  ,6    ,64   ,61.49    ,FI
2659.  ,John Bonney                 ,87   ,53   ,1    ,33   ,61.49    ,SK
2660.  ,Bernie Smith                ,183  ,112  ,1    ,70   ,61.48    ,GE
2661.  ,Ian Rowland                 ,109  ,67   ,0    ,42   ,61.47    ,SK
2662.  ,Herb Turner                 ,96   ,59   ,0    ,37   ,61.46    ,CA/HW
2663.  ,Bill McTaggart              ,48   ,29   ,1    ,18   ,61.46    ,WB/SY
2664.  ,Robert Scott                ,245  ,150  ,1    ,94   ,61.43    ,GE/NM
2665.  ,Reg Hickey                  ,245  ,149  ,3    ,93   ,61.43    ,GE
2666.  ,Bill Morris                 ,140  ,85   ,2    ,53   ,61.43    ,RI
2667.  ,Luke Shuey                  ,105  ,64   ,1    ,40   ,61.43    ,WC
2668.  ,Mick Dunn                   ,35   ,21   ,1    ,13   ,61.43    ,CA
2669.  ,Alec Denney                 ,35   ,21   ,1    ,13   ,61.43    ,CW
2670.  ,Errol Hutchesson            ,127  ,77   ,2    ,48   ,61.42    ,CW
2671.  ,John Barnes                 ,202  ,123  ,2    ,77   ,61.39    ,ES/GE
2672.  ,Bob Pratt                   ,158  ,97   ,0    ,61   ,61.39    ,SY
2673.  ,Dave Ryan                   ,101  ,61   ,2    ,38   ,61.39    ,GE/CW
2674.  ,George Tribe                ,66   ,40   ,1    ,25   ,61.36    ,WB
2675.  ,Trevor Spencer              ,44   ,27   ,0    ,17   ,61.36    ,ES/ME/GE
2676.  ,Jim Tuckwell                ,22   ,13   ,1    ,8    ,61.36    ,GE
2677.  ,Fred Waugh                  ,22   ,13   ,1    ,8    ,61.36    ,SY
2678.  ,Clarrie Sherry              ,75   ,44   ,4    ,27   ,61.33    ,FI
2679.  ,Jack Caesar                 ,75   ,46   ,0    ,29   ,61.33    ,ES
2680.  ,Tony Anderson               ,75   ,46   ,0    ,29   ,61.33    ,ME
2681.  ,Percy Wilson                ,234  ,141  ,5    ,88   ,61.32    ,CW/ME
2682.  ,Alan ODonoghue              ,53   ,32   ,1    ,20   ,61.32    ,RI/SY
2683.  ,Reynolds Webb               ,84   ,51   ,1    ,32   ,61.31    ,CW
2684.  ,Chris Mayne                 ,146  ,89   ,1    ,56   ,61.30    ,FR
2685.  ,Jack Hedley                 ,31   ,19   ,0    ,12   ,61.29    ,NM
2686.  ,Geoff Ward                  ,31   ,19   ,0    ,12   ,61.29    ,SK
2687.  ,Wayne Schimmelbusch         ,306  ,186  ,3    ,117  ,61.27    ,NM
2688.  ,Dean Laidley                ,151  ,92   ,1    ,58   ,61.26    ,WC/NM
2689.  ,Brad Sewell                 ,200  ,122  ,1    ,77   ,61.25    ,HW
2690.  ,Mark Seaby                  ,120  ,73   ,1    ,46   ,61.25    ,WC/SY
2691.  ,Vin Arthur                  ,80   ,49   ,0    ,31   ,61.25    ,SK/CA
2692.  ,Ricky Jackson               ,80   ,49   ,0    ,31   ,61.25    ,ME
2693.  ,Ken Gladman                 ,49   ,30   ,0    ,19   ,61.22    ,GE
2694.  ,Matthew Capuano             ,107  ,65   ,1    ,41   ,61.21    ,NM/SK
2695.  ,David Flood                 ,58   ,35   ,1    ,22   ,61.21    ,ES
2696.  ,Lou Richards                ,250  ,152  ,2    ,96   ,61.20    ,CW
2697.  ,Terry Daniher               ,313  ,190  ,3    ,120  ,61.18    ,SY/ES
2698.  ,Dane Swan                   ,255  ,155  ,2    ,98   ,61.18    ,CW
2699.  ,Ian Collins                 ,161  ,97   ,3    ,61   ,61.18    ,CA
2700.  ,Tadhg Kennelly              ,197  ,120  ,1    ,76   ,61.17    ,SY
2701.  ,Jim Sharp                   ,179  ,108  ,3    ,68   ,61.17    ,FI/CW
2702.  ,Nathan Brown                ,112  ,68   ,1    ,43   ,61.16    ,CW
2703.  ,Justin Blumfield            ,148  ,90   ,1    ,57   ,61.15    ,ES/RI
2704.  ,Ken Hands                   ,211  ,127  ,4    ,80   ,61.14    ,CA
2705.  ,Jason Ball                  ,193  ,118  ,0    ,75   ,61.14    ,WC/SY
2706.  ,Sam Mitchell                ,279  ,170  ,1    ,108  ,61.11    ,HW
2707.  ,Les Millis                  ,126  ,76   ,2    ,48   ,61.11    ,FI
2708.  ,Keith Shea                  ,99   ,60   ,1    ,38   ,61.11    ,CA/HW
2709.  ,George Hoskins              ,72   ,43   ,2    ,27   ,61.11    ,FI
2710.  ,Harry Lambert               ,27   ,16   ,1    ,10   ,61.11    ,CW
2711.  ,Steve Donnellan             ,27   ,16   ,1    ,10   ,61.11    ,FI
2712.  ,Don Rawson                  ,18   ,11   ,0    ,7    ,61.11    ,WB
2713.  ,Leon Gemmell                ,18   ,11   ,0    ,7    ,61.11    ,FI
2714.  ,Charlie Luke                ,18   ,11   ,0    ,7    ,61.11    ,WB
2715.  ,Terry Ogden                 ,18   ,11   ,0    ,7    ,61.11    ,ME/CA
2716.  ,Tom Hammond                 ,18   ,11   ,0    ,7    ,61.11    ,CW
2717.  ,Bert Streckfuss             ,18   ,11   ,0    ,7    ,61.11    ,SY
2718.  ,Bill Valli                  ,18   ,11   ,0    ,7    ,61.11    ,CW/ES
2719.  ,Cam McCarthy                ,18   ,11   ,0    ,7    ,61.11    ,GW
2720.  ,Greg Naylor                 ,18   ,11   ,0    ,7    ,61.11    ,RI
2721.  ,Jack Lancaster              ,9    ,5    ,1    ,3    ,61.11    ,FI
2722.  ,Dick Doran                  ,9    ,5    ,1    ,3    ,61.11    ,SY
2723.  ,Sean Wellman                ,212  ,128  ,3    ,81   ,61.08    ,AD/ES
2724.  ,Neil Trezise                ,185  ,112  ,2    ,71   ,61.08    ,GE
2725.  ,John Austin                 ,140  ,85   ,1    ,54   ,61.07    ,SY
2726.  ,Craig Turley                ,131  ,79   ,2    ,50   ,61.07    ,WC/ME
2727.  ,George Anderson             ,104  ,62   ,3    ,39   ,61.06    ,CW
2728.  ,Ricky Watt                  ,95   ,58   ,0    ,37   ,61.05    ,CW
2729.  ,Michael Bowden              ,59   ,36   ,0    ,23   ,61.02    ,RI
2730.  ,Michael Symons              ,109  ,65   ,3    ,41   ,61.01    ,ES
2731.  ,Herbie Matthews             ,191  ,116  ,1    ,74   ,60.99    ,SY
2732.  ,Dale Thomas                 ,182  ,110  ,2    ,70   ,60.99    ,CW/CA
2733.  ,Billy Griffith              ,187  ,113  ,2    ,72   ,60.96    ,ES
2734.  ,Ray Shaw                    ,146  ,88   ,2    ,56   ,60.96    ,CW
2735.  ,Bill Buck                   ,32   ,19   ,1    ,12   ,60.94    ,CW
2736.  ,Michael Gayfer              ,142  ,86   ,1    ,55   ,60.92    ,CW
2737.  ,Frank Hughes                ,87   ,53   ,0    ,34   ,60.92    ,RI
2738.  ,Leigh Fisher                ,55   ,33   ,1    ,21   ,60.91    ,SK
2739.  ,Jason Gram                  ,156  ,93   ,4    ,59   ,60.90    ,BL/SK
2740.  ,Liam Pickering              ,124  ,75   ,1    ,48   ,60.89    ,NM/GE
2741.  ,Jim Clark                   ,161  ,97   ,2    ,62   ,60.87    ,CA
2742.  ,Ian Cooper                  ,69   ,42   ,0    ,27   ,60.87    ,SK
2743.  ,Jamie Elliott               ,69   ,42   ,0    ,27   ,60.87    ,CW
2744.  ,Dave Ferguson               ,46   ,28   ,0    ,18   ,60.87    ,GE/NM
2745.  ,Simon Fraser                ,23   ,14   ,0    ,9    ,60.87    ,ES/UN
2746.  ,Bill Unwin                  ,23   ,14   ,0    ,9    ,60.87    ,CW
2747.  ,Jay Viney                   ,23   ,14   ,0    ,9    ,60.87    ,ME
2748.  ,Bob Davis                   ,189  ,114  ,2    ,73   ,60.85    ,GE
2749.  ,Graham Donaldson            ,106  ,63   ,3    ,40   ,60.85    ,CA
2750.  ,Dan Minogue                 ,180  ,108  ,3    ,69   ,60.83    ,CW/RI/HW
2751.  ,Michael Twomey              ,157  ,95   ,1    ,61   ,60.83    ,CW
2752.  ,Ron Stone                   ,60   ,36   ,1    ,23   ,60.83    ,CA
2753.  ,Gordon Hocking              ,171  ,103  ,2    ,66   ,60.82    ,CW
2754.  ,Percy Outram                ,51   ,31   ,0    ,20   ,60.78    ,CA/SK
2755.  ,Frank Donoghue              ,51   ,31   ,0    ,20   ,60.78    ,CA
2756.  ,Marshall Herbert            ,51   ,30   ,2    ,19   ,60.78    ,CW
2757.  ,Lee Murnane                 ,51   ,31   ,0    ,20   ,60.78    ,FI
2758.  ,Percy Parratt               ,195  ,116  ,5    ,74   ,60.77    ,FI
2759.  ,Jim Baird                   ,130  ,78   ,2    ,50   ,60.77    ,CA
2760.  ,Peter Francis               ,158  ,95   ,2    ,61   ,60.76    ,CA/FI/RI/ES
2761.  ,Sam Gibson                  ,79   ,48   ,0    ,31   ,60.76    ,NM
2762.  ,Sean Denham                 ,186  ,111  ,4    ,71   ,60.75    ,GE/ES
2763.  ,Don Grossman                ,93   ,56   ,1    ,36   ,60.75    ,SY
2764.  ,Ray Stokes                  ,93   ,56   ,1    ,36   ,60.75    ,RI
2765.  ,Geoff Williams              ,121  ,73   ,1    ,47   ,60.74    ,GE
2766.  ,Barry Davis                 ,289  ,172  ,7    ,110  ,60.73    ,ES/NM
2767.  ,Ian Brewer                  ,84   ,51   ,0    ,33   ,60.71    ,CW
2768.  ,Ross Ditchburn              ,28   ,17   ,0    ,11   ,60.71    ,CA
2769.  ,Jacob Brennan               ,28   ,17   ,0    ,11   ,60.71    ,WC
2770.  ,Dinny McKay                 ,14   ,8    ,1    ,5    ,60.71    ,SY
2771.  ,Gavin Wanganeen             ,300  ,179  ,6    ,115  ,60.67    ,ES/PA
2772.  ,Josh Carr                   ,207  ,125  ,1    ,81   ,60.63    ,PA/FR
2773.  ,George Rudolph              ,80   ,48   ,1    ,31   ,60.63    ,RI
2774.  ,Jack Gaffney                ,80   ,48   ,1    ,31   ,60.63    ,FI
2775.  ,Steven Clark                ,80   ,48   ,1    ,31   ,60.63    ,ES/ME/SK
2776.  ,Mark Bairstow               ,146  ,88   ,1    ,57   ,60.62    ,GE
2777.  ,Laurie Shipp                ,33   ,20   ,0    ,13   ,60.61    ,NM
2778.  ,Merv Dudley                 ,33   ,20   ,0    ,13   ,60.61    ,SY/WB
2779.  ,Col Hebbard                 ,85   ,51   ,1    ,33   ,60.59    ,ES
2780.  ,Frank Maher                 ,137  ,81   ,4    ,52   ,60.58    ,ES
2781.  ,Trent Hentschel             ,71   ,43   ,0    ,28   ,60.56    ,AD
2782.  ,Jim Martin                  ,128  ,77   ,1    ,50   ,60.55    ,CA/ES/FI
2783.  ,Stewart McLatchie           ,76   ,44   ,4    ,28   ,60.53    ,CA/FI
2784.  ,Heath Shaw                  ,210  ,126  ,2    ,82   ,60.48    ,CW/GW
2785.  ,Reg Burgess                 ,124  ,75   ,0    ,49   ,60.48    ,ES
2786.  ,Jack Wells                  ,105  ,61   ,5    ,39   ,60.48    ,SK/CA
2787.  ,Bruce Williams              ,62   ,37   ,1    ,24   ,60.48    ,CA
2788.  ,Troy Ugle                   ,43   ,26   ,0    ,17   ,60.47    ,WC
2789.  ,Rhett Biglands              ,134  ,81   ,0    ,53   ,60.45    ,AD
2790.  ,Craig Sholl                 ,235  ,142  ,0    ,93   ,60.43    ,NM
2791.  ,John Henderson              ,144  ,86   ,2    ,56   ,60.42    ,CW
2792.  ,Ernie ORourke               ,48   ,29   ,0    ,19   ,60.42    ,ME/NM
2793.  ,Evan Hewitt                 ,48   ,29   ,0    ,19   ,60.42    ,NM/AD
2794.  ,Greg Hardie                 ,24   ,14   ,1    ,9    ,60.42    ,CA
2795.  ,Norm Simpson                ,77   ,46   ,1    ,30   ,60.39    ,ES
2796.  ,Billy Brown                 ,130  ,78   ,1    ,51   ,60.38    ,RI
2797.  ,Herb Henderson              ,130  ,78   ,1    ,51   ,60.38    ,WB
2798.  ,David King                  ,241  ,145  ,1    ,95   ,60.37    ,NM
2799.  ,Justin Leppitsch            ,227  ,135  ,4    ,88   ,60.35    ,BB/BL
2800.  ,Lerrel Sharp                ,87   ,52   ,1    ,34   ,60.34    ,CW
2801.  ,Kevin Bryant                ,58   ,35   ,0    ,23   ,60.34    ,NM
2802.  ,Artie Freeman               ,29   ,17   ,1    ,11   ,60.34    ,CW/FI/ES
2803.  ,Jack Cassin                 ,150  ,89   ,3    ,58   ,60.33    ,ES
2804.  ,Rod Oborne                  ,92   ,55   ,1    ,36   ,60.33    ,CW/RI
2805.  ,Roy Ramsay                  ,126  ,75   ,2    ,49   ,60.32    ,NM/ES
2806.  ,Pat Hand                    ,63   ,37   ,2    ,24   ,60.32    ,WB
2807.  ,Doug Wade                   ,267  ,159  ,4    ,104  ,60.30    ,GE/NM
2808.  ,Wayne Carey                 ,272  ,164  ,0    ,108  ,60.29    ,NM/AD
2809.  ,Len Dockett                 ,102  ,61   ,1    ,40   ,60.29    ,ME
2810.  ,Leigh Tudor                 ,68   ,41   ,0    ,27   ,60.29    ,NM/GE
2811.  ,John Westacott              ,34   ,20   ,1    ,13   ,60.29    ,WB
2812.  ,Elton Plummer               ,141  ,84   ,2    ,55   ,60.28    ,ES
2813.  ,Rowley Watt                 ,141  ,84   ,2    ,55   ,60.28    ,ES
2814.  ,Martin Clarke               ,73   ,44   ,0    ,29   ,60.27    ,CW
2815.  ,Allan Everett               ,117  ,70   ,1    ,46   ,60.26    ,GE
2816.  ,Ashley Sampi                ,78   ,46   ,2    ,30   ,60.26    ,WC
2817.  ,Ray Dawson                  ,39   ,23   ,1    ,15   ,60.26    ,ME/SY
2818.  ,Bert Boromeo                ,83   ,49   ,2    ,32   ,60.24    ,CA/RI
2819.  ,Andrew Rogers               ,83   ,50   ,0    ,33   ,60.24    ,ES/GE
2820.  ,Paul Vinar                  ,132  ,77   ,5    ,50   ,60.23    ,GE
2821.  ,Clinton Young               ,137  ,82   ,1    ,54   ,60.22    ,HW/CW
2822.  ,Ian Cooper                  ,93   ,56   ,0    ,37   ,60.22    ,CW
2823.  ,Greg Williams               ,250  ,150  ,1    ,99   ,60.20    ,GE/SY/CA
2824.  ,Ralph Empey                 ,49   ,29   ,1    ,19   ,60.20    ,RI
2825.  ,Vic Chanter                 ,108  ,64   ,2    ,42   ,60.19    ,FI
2826.  ,Murray Exelby               ,113  ,68   ,0    ,45   ,60.18    ,ES
2827.  ,Matthew Egan                ,59   ,35   ,1    ,23   ,60.17    ,GE
2828.  ,Kane Tenace                 ,59   ,35   ,1    ,23   ,60.17    ,GE
2829.  ,Robert Dean                 ,187  ,111  ,3    ,73   ,60.16    ,CW/SY
2830.  ,Shane Morwood               ,212  ,126  ,3    ,83   ,60.14    ,SY/CW
2831.  ,Max Hislop                  ,138  ,83   ,0    ,55   ,60.14    ,CW/ME/RI
2832.  ,Michael Kennedy             ,74   ,44   ,1    ,29   ,60.14    ,CA/SY
2833.  ,Donald Don                  ,158  ,94   ,2    ,62   ,60.13    ,RI
2834.  ,Edgar Kneen                 ,94   ,56   ,1    ,37   ,60.11    ,FI/UN
2835.  ,Bill Brownless              ,198  ,118  ,2    ,78   ,60.10    ,GE
2836.  ,Andrew Gaff                 ,104  ,62   ,1    ,41   ,60.10    ,WC
2837.  ,Bert Franks                 ,99   ,59   ,1    ,39   ,60.10    ,SY
2838.  ,Jack Darling                ,99   ,59   ,1    ,39   ,60.10    ,WC
2839.  ,Gordon McCracken            ,109  ,64   ,3    ,42   ,60.09    ,FI
2840.  ,Gary ODonnell               ,243  ,144  ,4    ,95   ,60.08    ,ES
2841.  ,Dean Kemp                   ,243  ,145  ,2    ,96   ,60.08    ,WC
2842.  ,Fred Bamford                ,119  ,70   ,3    ,46   ,60.08    ,FI
2843.  ,Charlie Payne               ,184  ,108  ,5    ,71   ,60.05    ,ES
2844.  ,Barry Rowlings              ,234  ,140  ,1    ,93   ,60.04    ,HW/RI
2845.  ,Peter Daicos                ,250  ,148  ,4    ,98   ,60.00    ,CW
2846.  ,Peter Russo                 ,195  ,117  ,0    ,78   ,60.00    ,HW/SK
2847.  ,Andrew Gowers               ,140  ,83   ,2    ,55   ,60.00    ,HW/BB/BL
2848.  ,Jack Conley                 ,135  ,79   ,4    ,52   ,60.00    ,CA
2849.  ,Peter Murnane               ,80   ,48   ,0    ,32   ,60.00    ,HW
2850.  ,Tom Lynch                   ,55   ,33   ,0    ,22   ,60.00    ,SK/AD
2851.  ,Matthew Spangher            ,55   ,33   ,0    ,22   ,60.00    ,WC/SY/HW
2852.  ,Stephen Roberts             ,40   ,24   ,0    ,16   ,60.00    ,SK
2853.  ,Tom Mitchell                ,35   ,21   ,0    ,14   ,60.00    ,SY
2854.  ,Josh Walker                 ,30   ,18   ,0    ,12   ,60.00    ,GE
2855.  ,George Stafford             ,25   ,14   ,2    ,9    ,60.00    ,CA
2856.  ,Alan Sorrell                ,25   ,15   ,0    ,10   ,60.00    ,CA/FI
2857.  ,Jack OLoughlin              ,25   ,15   ,0    ,10   ,60.00    ,GE/SK
2858.  ,Artie Harrison              ,20   ,12   ,0    ,8    ,60.00    ,RI/FI
2859.  ,Paul White                  ,20   ,12   ,0    ,8    ,60.00    ,SK
2860.  ,Charlie OConnor             ,20   ,12   ,0    ,8    ,60.00    ,CA
2861.  ,Alec Hall                   ,20   ,12   ,0    ,8    ,60.00    ,ES/SK
2862.  ,Jim Walton                  ,20   ,12   ,0    ,8    ,60.00    ,RI
2863.  ,Charlie Stewart             ,20   ,12   ,0    ,8    ,60.00    ,WB
2864.  ,Lindsay Fox                 ,20   ,12   ,0    ,8    ,60.00    ,SK
2865.  ,Rick Davies                 ,20   ,12   ,0    ,8    ,60.00    ,HW
2866.  ,Robert West                 ,20   ,12   ,0    ,8    ,60.00    ,WC/WB
2867.  ,Cameron Stokes              ,20   ,12   ,0    ,8    ,60.00    ,HW
2868.  ,Nick Stone                  ,20   ,12   ,0    ,8    ,60.00    ,HW/SK
2869.  ,Derek Peardon               ,20   ,12   ,0    ,8    ,60.00    ,RI
2870.  ,Don Carmichael              ,15   ,9    ,0    ,6    ,60.00    ,ES
2871.  ,Des Martin                  ,15   ,9    ,0    ,6    ,60.00    ,SY/RI
2872.  ,Clarrie Jordon              ,15   ,9    ,0    ,6    ,60.00    ,RI
2873.  ,Tim McKeegan                ,15   ,9    ,0    ,6    ,60.00    ,SY/GE
2874.  ,Danny Halloran              ,15   ,9    ,0    ,6    ,60.00    ,CA
2875.  ,Geoff Everett               ,15   ,9    ,0    ,6    ,60.00    ,FI
2876.  ,Heath Shephard              ,15   ,9    ,0    ,6    ,60.00    ,CW/BB
2877.  ,Adrian Burns                ,15   ,9    ,0    ,6    ,60.00    ,ES/SK
2878.  ,Orren Stephenson            ,15   ,9    ,0    ,6    ,60.00    ,GE/RI
2879.  ,Barry Day                   ,15   ,9    ,0    ,6    ,60.00    ,ES
2880.  ,Roger Podolczak             ,15   ,9    ,0    ,6    ,60.00    ,NM
2881.  ,Brian Coleman               ,10   ,6    ,0    ,4    ,60.00    ,ES
2882.  ,John McLeish                ,10   ,6    ,0    ,4    ,60.00    ,ES
2883.  ,Gerry Sexton                ,10   ,6    ,0    ,4    ,60.00    ,WB
2884.  ,Frank McGrath               ,10   ,6    ,0    ,4    ,60.00    ,ME/CA
2885.  ,Herbie Wood                 ,10   ,6    ,0    ,4    ,60.00    ,NM
2886.  ,Jack Cockburn               ,10   ,6    ,0    ,4    ,60.00    ,ES
2887.  ,Stephen Carter              ,10   ,6    ,0    ,4    ,60.00    ,PA
2888.  ,Nick Muller                 ,10   ,6    ,0    ,4    ,60.00    ,GE
2889.  ,Norm Honey                  ,10   ,6    ,0    ,4    ,60.00    ,WB
2890.  ,Jack Dennington             ,10   ,6    ,0    ,4    ,60.00    ,WB
2891.  ,Len Mills                   ,10   ,6    ,0    ,4    ,60.00    ,SK/HW
2892.  ,Andy Carroll                ,10   ,6    ,0    ,4    ,60.00    ,GE
2893.  ,Maurie De Araugo            ,10   ,6    ,0    ,4    ,60.00    ,SY/SK
2894.  ,Jim Maxfield                ,10   ,6    ,0    ,4    ,60.00    ,RI
2895.  ,Jack Benson                 ,10   ,6    ,0    ,4    ,60.00    ,CW
2896.  ,Jim Willis                  ,10   ,5    ,2    ,3    ,60.00    ,CA
2897.  ,Alex Fraser                 ,10   ,6    ,0    ,4    ,60.00    ,ME
2898.  ,Orm Fowler                  ,10   ,6    ,0    ,4    ,60.00    ,FI/SK
2899.  ,Alan Irwin                  ,10   ,6    ,0    ,4    ,60.00    ,ES/SK
2900.  ,Harry Wilson                ,10   ,6    ,0    ,4    ,60.00    ,SY
2901.  ,Lester Ross                 ,10   ,6    ,0    ,4    ,60.00    ,SK
2902.  ,Bailey Dale                 ,10   ,6    ,0    ,4    ,60.00    ,WB
2903.  ,Jake Lever                  ,10   ,6    ,0    ,4    ,60.00    ,AD
2904.  ,Tony Kelly                  ,10   ,6    ,0    ,4    ,60.00    ,CW
2905.  ,Peter OKeefe                ,10   ,6    ,0    ,4    ,60.00    ,ME
2906.  ,Dennis Bartley              ,10   ,6    ,0    ,4    ,60.00    ,SK
2907.  ,Brian McMahon               ,10   ,6    ,0    ,4    ,60.00    ,SK
2908.  ,Dick Burrows                ,5    ,3    ,0    ,2    ,60.00    ,RI
2909.  ,Kevin Dellar                ,5    ,3    ,0    ,2    ,60.00    ,ES
2910.  ,George Ashman               ,5    ,3    ,0    ,2    ,60.00    ,FI
2911.  ,Norm Charles                ,5    ,3    ,0    ,2    ,60.00    ,WB
2912.  ,Vic Bodsworth               ,5    ,3    ,0    ,2    ,60.00    ,WB
2913.  ,Basil Hunter                ,5    ,3    ,0    ,2    ,60.00    ,CA
2914.  ,Ron Kinder                  ,5    ,3    ,0    ,2    ,60.00    ,FI
2915.  ,Brian Fitzgerald            ,5    ,3    ,0    ,2    ,60.00    ,GE
2916.  ,Alf Burrell                 ,5    ,3    ,0    ,2    ,60.00    ,GE
2917.  ,Ken Watkins                 ,5    ,3    ,0    ,2    ,60.00    ,NM
2918.  ,Bill Spokes                 ,5    ,3    ,0    ,2    ,60.00    ,FI
